Planner Name,Planner Location,Price
Silk Events,"Behala, Kolkata","20,000"
7Eve9th,"Behala, Kolkata","1,20,000"
Sutsimo Event,"Behala, Kolkata",25
Ayni Event Management,"Behala, Kolkata","60,000"
Charu Decorators and Caterers,"Behala, Kolkata","1,00,000"
Evolution Caterers and Events,"Behala, Kolkata","3,00,000"
Wedding Story Event Decor,"Behala, Kolkata","8,00,000"
Lokanksha Events,"Behala, Kolkata","5,00,000"
