Planner Name,Planner Location,Price
Brown Munde Events,"Rohini, Delhi Ncr","5,00,000"
Wedding Charms - Destination Wedding Planners,"Rohini, Delhi Ncr","2,00,000"
The Three Cheers,"Rohini, Delhi Ncr","1,00,000"
Parampara Weddings,"Rohini, Delhi Ncr","50,000"
Shubh Shaadi,"Rohini, Delhi Ncr","2,00,000"
